TS代码,股票名称,上市日期,退市日期,跟新时间
300513.SZ,恒实科技,20160530,,20160530
300514.SZ,友讯达,20170426,,20170426
300515.SZ,三德科技,20160608,,20160608
300516.SZ,久之洋,20160602,,20160602
300517.SZ,海波重科,20160719,,20160719
300518.SZ,盛讯达,20160624,,20160624
300519.SZ,新光药业,20160624,,20160624
300520.SZ,科大国创,20160708,,20160708
300521.SZ,爱司凯,20160705,,20160705
300522.SZ,世名科技,20160705,,20160705
300523.SZ,辰安科技,20160726,,20160726
300525.SZ,博思软件,20160726,,20160726
300526.SZ,中潜股份,20160802,,20160802
300527.SZ,中国应急,20160805,,20160805
300528.SZ,幸福蓝海,20160808,,20160808
300529.SZ,健帆生物,20160802,,20160802
300530.SZ,达志科技,20160809,,20160809
300531.SZ,优博讯,20160809,,20160809
300532.SZ,今天国际,20160818,,20160818
300533.SZ,冰川网络,20160818,,20160818
300534.SZ,陇神戎发,20160913,,20160913
300535.SZ,达威股份,20160812,,20160812
300536.SZ,农尚环境,20160920,,20160920
300537.SZ,广信材料,20160830,,20160830
300538.SZ,同益股份,20160826,,20160826
300539.SZ,横河模具,20160830,,20160830
300540.SZ,深冷股份,20160823,,20160823
300541.SZ,先进数通,20160913,,20160913
300542.SZ,新晨科技,20160920,,20160920
300543.SZ,朗科智能,20160908,,20160908
300545.SZ,联得装备,20160928,,20160928
300546.SZ,雄帝科技,20160928,,20160928
300547.SZ,川环科技,20160930,,20160930
300548.SZ,博创科技,20161012,,20161012
300549.SZ,优德精密,20160930,,20160930
300550.SZ,和仁科技,20161018,,20161018
300551.SZ,古鳌科技,20161018,,20161018
300552.SZ,万集科技,20161021,,20161021
300553.SZ,集智股份,20161021,,20161021
300554.SZ,三超新材,20170421,,20170421
300555.SZ,路通视信,20161018,,20161018
300556.SZ,丝路视觉,20161104,,20161104
300557.SZ,理工光科,20161101,,20161101
300558.SZ,贝达药业,20161107,,20161107
300559.SZ,佳发教育,20161101,,20161101
300560.SZ,中富通,20161101,,20161101
300561.SZ,汇金科技,20161117,,20161117
300562.SZ,乐心医疗,20161116,,20161116
300563.SZ,神宇股份,20161114,,20161114
300564.SZ,筑博设计,20191108,,20191108
300565.SZ,科信技术,20161122,,20161122
300566.SZ,激智科技,20161115,,20161115
300567.SZ,精测电子,20161122,,20161122
300568.SZ,星源材质,20161201,,20161201
300569.SZ,天能重工,20161125,,20161125
300570.SZ,太辰光,20161206,,20161206
300571.SZ,平治信息,20161213,,20161213
300572.SZ,安车检测,20161206,,20161206
300573.SZ,兴齐眼药,20161208,,20161208
300575.SZ,中旗股份,20161220,,20161220
300576.SZ,容大感光,20161220,,20161220
300577.SZ,开润股份,20161221,,20161221
300578.SZ,会畅通讯,20170125,,20170125
300579.SZ,数字认证,20161223,,20161223
300580.SZ,贝斯特,20170111,,20170111
300581.SZ,晨曦航空,20161220,,20161220
300582.SZ,英飞特,20161228,,20161228
300583.SZ,赛托生物,20170106,,20170106
300584.SZ,海辰药业,20170112,,20170112
300585.SZ,奥联电子,20161229,,20161229
300586.SZ,美联新材,20170104,,20170104
300587.SZ,天铁股份,20170105,,20170105
300588.SZ,熙菱信息,20170105,,20170105
300589.SZ,江龙船艇,20170113,,20170113
300590.SZ,移为通信,20170111,,20170111
300591.SZ,万里马,20170110,,20170110
300592.SZ,华凯创意,20170120,,20170120
300593.SZ,新雷能,20170113,,20170113
300594.SZ,朗进科技,20190621,,20190621
300595.SZ,欧普康视,20170117,,20170117
300596.SZ,利安隆,20170119,,20170119
300597.SZ,吉大通信,20170123,,20170123
300598.SZ,诚迈科技,20170120,,20170120
300599.SZ,雄塑科技,20170123,,20170123
300600.SZ,瑞特股份,20170125,,20170125
300601.SZ,康泰生物,20170207,,20170207
300602.SZ,飞荣达,20170126,,20170126
300603.SZ,立昂技术,20170126,,20170126
300604.SZ,长川科技,20170417,,20170417
300605.SZ,恒锋信息,20170208,,20170208
300606.SZ,金太阳,20170208,,20170208
300607.SZ,拓斯达,20170209,,20170209
300608.SZ,思特奇,20170213,,20170213
300609.SZ,汇纳科技,20170215,,20170215
300610.SZ,晨化股份,20170213,,20170213
300611.SZ,美力科技,20170220,,20170220
300612.SZ,宣亚国际,20170215,,20170215
300613.SZ,富瀚微,20170220,,20170220
300615.SZ,欣天科技,20170215,,20170215
300616.SZ,尚品宅配,20170307,,20170307
300617.SZ,安靠智电,20170228,,20170228
300618.SZ,寒锐钴业,20170306,,20170306
300619.SZ,金银河,20170301,,20170301
300620.SZ,光库科技,20170310,,20170310
300621.SZ,维业股份,20170316,,20170316
300622.SZ,博士眼镜,20170315,,20170315
300623.SZ,捷捷微电,20170314,,20170314
300624.SZ,万兴科技,20180118,,20180118
300625.SZ,三雄极光,20170317,,20170317
300626.SZ,华瑞股份,20170320,,20170320
300627.SZ,华测导航,20170321,,20170321
300628.SZ,亿联网络,20170317,,20170317
300629.SZ,新劲刚,20170324,,20170324
300630.SZ,普利制药,20170328,,20170328
300631.SZ,久吾高科,20170323,,20170323
300632.SZ,光莆股份,20170406,,20170406
300633.SZ,开立医疗,20170406,,20170406
300634.SZ,彩讯股份,20180323,,20180323
300635.SZ,中达安,20170331,,20170331
300636.SZ,同和药业,20170331,,20170331
300637.SZ,扬帆新材,20170412,,20170412
300638.SZ,广和通,20170413,,20170413
300639.SZ,凯普生物,20170412,,20170412
300640.SZ,德艺文创,20170417,,20170417
300641.SZ,正丹股份,20170418,,20170418
300642.SZ,透景生命,20170421,,20170421
300643.SZ,万通智控,20170505,,20170505
300644.SZ,南京聚隆,20180206,,20180206
300645.SZ,正元智慧,20170421,,20170421
300647.SZ,超频三,20170503,,20170503
300648.SZ,星云股份,20170425,,20170425
300649.SZ,杭州园林,20170505,,20170505
300650.SZ,太龙照明,20170503,,20170503
300651.SZ,金陵体育,20170509,,20170509
300652.SZ,雷迪克,20170516,,20170516
300653.SZ,正海生物,20170516,,20170516
300654.SZ,世纪天鸿,20170926,,20170926
300655.SZ,晶瑞股份,20170523,,20170523
300656.SZ,民德电子,20170519,,20170519
300657.SZ,弘信电子,20170523,,20170523
300658.SZ,延江股份,20170602,,20170602
300659.SZ,中孚信息,20170526,,20170526
300660.SZ,江苏雷利,20170602,,20170602
300661.SZ,圣邦股份,20170606,,20170606
300662.SZ,科锐国际,20170608,,20170608
300663.SZ,科蓝软件,20170608,,20170608
300664.SZ,鹏鹞环保,20180105,,20180105
300665.SZ,飞鹿股份,20170613,,20170613
300666.SZ,江丰电子,20170615,,20170615
300667.SZ,必创科技,20170619,,20170619
300668.SZ,杰恩设计,20170619,,20170619
300669.SZ,沪宁股份,20170629,,20170629
300670.SZ,大烨智能,20170703,,20170703
300671.SZ,富满电子,20170705,,20170705
300672.SZ,国科微,20170712,,20170712
300673.SZ,佩蒂股份,20170711,,20170711
300674.SZ,宇信科技,20181107,,20181107
300675.SZ,建科院,20170719,,20170719
300676.SZ,华大基因,20170714,,20170714
300677.SZ,英科医疗,20170721,,20170721
300678.SZ,中科信息,20170728,,20170728
300679.SZ,电连技术,20170731,,20170731
300680.SZ,隆盛科技,20170725,,20170725
300681.SZ,英搏尔,20170725,,20170725
300682.SZ,朗新科技,20170801,,20170801
300683.SZ,海特生物,20170808,,20170808
300684.SZ,中石科技,20171227,,20171227
300685.SZ,艾德生物,20170802,,20170802
300686.SZ,智动力,20170804,,20170804
300687.SZ,赛意信息,20170803,,20170803
300688.SZ,创业黑马,20170810,,20170810
300689.SZ,澄天伟业,20170809,,20170809
300690.SZ,双一科技,20170808,,20170808
300691.SZ,联合光电,20170811,,20170811
300692.SZ,中环环保,20170821,,20170821
300693.SZ,盛弘股份,20170822,,20170822
300694.SZ,蠡湖股份,20181015,,20181015
300695.SZ,兆丰股份,20170908,,20170908
300696.SZ,爱乐达,20170822,,20170822
300697.SZ,电工合金,20170907,,20170907
300698.SZ,万马科技,20170831,,20170831
300699.SZ,光威复材,20170901,,20170901
300700.SZ,岱勒新材,20170912,,20170912
300701.SZ,森霸传感,20170915,,20170915
300702.SZ,天宇股份,20170919,,20170919
300703.SZ,创源文化,20170919,,20170919
300705.SZ,九典制药,20171010,,20171010
300706.SZ,阿石创,20170926,,20170926
300707.SZ,威唐工业,20171010,,20171010
300708.SZ,聚灿光电,20171016,,20171016
300709.SZ,精研科技,20171019,,20171019
300710.SZ,万隆光电,20171019,,20171019
300711.SZ,广哈通信,20171101,,20171101
300712.SZ,永福股份,20171031,,20171031
300713.SZ,英可瑞,20171101,,20171101
300715.SZ,凯伦股份,20171026,,20171026
300716.SZ,国立科技,20171109,,20171109
300717.SZ,华信新材,20171106,,20171106
300718.SZ,长盛轴承,20171106,,20171106
300719.SZ,安达维尔,20171109,,20171109
300720.SZ,海川智能,20171106,,20171106
300721.SZ,怡达股份,20171115,,20171115
300722.SZ,新余国科,20171110,,20171110
300723.SZ,一品红,20171116,,20171116
300724.SZ,捷佳伟创,20180810,,20180810
300725.SZ,药石科技,20171110,,20171110
300726.SZ,宏达电子,20171121,,20171121
300727.SZ,润禾材料,20171127,,20171127
300729.SZ,乐歌股份,20171201,,20171201
300730.SZ,科创信息,20171205,,20171205
300731.SZ,科创新源,20171208,,20171208
300732.SZ,设研院,20171212,,20171212
300733.SZ,西菱动力,20180116,,20180116
300735.SZ,光弘科技,20171229,,20171229
300736.SZ,百邦科技,20180109,,20180109
300737.SZ,科顺股份,20180125,,20180125
300738.SZ,奥飞数据,20180119,,20180119
300739.SZ,明阳电路,20180201,,20180201
300740.SZ,御家汇,20180208,,20180208
300741.SZ,华宝股份,20180301,,20180301
300742.SZ,越博动力,20180508,,20180508
300743.SZ,天地数码,20180427,,20180427
300745.SZ,欣锐科技,20180523,,20180523
300746.SZ,汉嘉设计,20180525,,20180525
300747.SZ,锐科激光,20180625,,20180625
300748.SZ,金力永磁,20180921,,20180921
300749.SZ,顶固集创,20180925,,20180925
300750.SZ,宁德时代,20180611,,20180611
300751.SZ,迈为股份,20181109,,20181109
300752.SZ,隆利科技,20181130,,20181130
300753.SZ,爱朋医疗,20181213,,20181213
300755.SZ,华致酒行,20190129,,20190129
300756.SZ,中山金马,20181228,,20181228
300757.SZ,罗博特科,20190108,,20190108
300758.SZ,七彩化学,20190222,,20190222
300759.SZ,康龙化成,20190128,,20190128
300760.SZ,迈瑞医疗,20181016,,20181016
300761.SZ,立华股份,20190218,,20190218
300762.SZ,上海瀚讯,20190314,,20190314
300763.SZ,锦浪科技,20190319,,20190319
300765.SZ,新诺威,20190322,,20190322
300766.SZ,每日互动,20190325,,20190325
300767.SZ,震安科技,20190329,,20190329
300768.SZ,迪普科技,20190412,,20190412
300769.SZ,德方纳米,20190415,,20190415
300770.SZ,新媒股份,20190419,,20190419
300771.SZ,智莱科技,20190422,,20190422
300772.SZ,运达股份,20190426,,20190426
300773.SZ,拉卡拉,20190425,,20190425
300775.SZ,三角防务,20190521,,20190521
300776.SZ,帝尔激光,20190517,,20190517
300777.SZ,中简科技,20190516,,20190516
300778.SZ,新城市,20190510,,20190510
300779.SZ,惠城环保,20190522,,20190522
300780.SZ,德恩精工,20190531,,20190531
300781.SZ,因赛集团,20190606,,20190606
300782.SZ,卓胜微,20190618,,20190618
300783.SZ,三只松鼠,20190712,,20190712
300785.SZ,值得买,20190715,,20190715
300786.SZ,国林科技,20190723,,20190723
300787.SZ,海能实业,20190815,,20190815
300788.SZ,中信出版,20190705,,20190705
300789.SZ,唐源电气,20190828,,20190828
300790.SZ,宇瞳光学,20190920,,20190920
300791.SZ,仙乐健康,20190925,,20190925
300792.SZ,壹网壹创,20190927,,20190927
300793.SZ,佳禾智能,20191018,,20191018
300795.SZ,米奥兰特,20191022,,20191022
300796.SZ,贝斯美,20191115,,20191115
300797.SZ,钢研纳克,20191101,,20191101
300798.SZ,锦鸡股份,20191122,,20191122
300799.SZ,左江科技,20191029,,20191029
300800.SZ,力合科技,20191106,,20191106
300801.SZ,泰和科技,20191128,,20191128
300802.SZ,矩子科技,20191114,,20191114
300803.SZ,指南针,20191118,,20191118
300805.SZ,电声股份,20191121,,20191121
300806.SZ,斯迪克,20191125,,20191125
300807.SZ,天迈科技,20191219,,20191219
300808.SZ,久量股份,20191129,,20191129
300809.SZ,华辰装备,20191204,,20191204
300810.SZ,中科海讯,20191206,,20191206
300811.SZ,铂科新材,20191230,,20191230
300812.SZ,易天股份,20200109,,20200109
600000.SH,浦发银行,19991110,,19991110
600004.SH,白云机场,20030428,,20030428
600006.SH,东风汽车,19990727,,19990727
600007.SH,中国国贸,19990312,,19990312
600008.SH,首创股份,20000427,,20000427
600009.SH,上海机场,19980218,,19980218
600010.SH,包钢股份,20010309,,20010309
600011.SH,华能国际,20011206,,20011206
600012.SH,皖通高速,20030107,,20030107
600015.SH,华夏银行,20030912,,20030912
600016.SH,民生银行,20001219,,20001219
600017.SH,日照港,20061017,,20061017
600018.SH,上港集团,20061026,,20061026
600019.SH,宝钢股份,20001212,,20001212
600020.SH,中原高速,20030808,,20030808
600021.SH,上海电力,20031029,,20031029
600022.SH,山东钢铁,20040629,,20040629
600023.SH,浙能电力,20131219,,20131219
600025.SH,华能水电,20171215,,20171215
600026.SH,中远海能,20020523,,20020523
600027.SH,华电国际,20050203,,20050203
600028.SH,中国石化,20010808,,20010808
600029.SH,南方航空,20030725,,20030725
600030.SH,中信证券,20030106,,20030106
600031.SH,三一重工,20030703,,20030703
600033.SH,福建高速,20010209,,20010209
600035.SH,楚天高速,20040310,,20040310
600036.SH,招商银行,20020409,,20020409
600037.SH,歌华有线,20010208,,20010208
600038.SH,中直股份,20001218,,20001218
600039.SH,四川路桥,20030325,,20030325
600048.SH,保利地产,20060731,,20060731
600050.SH,中国联通,20021009,,20021009
600051.SH,宁波联合,19970410,,19970410
600052.SH,浙江广厦,19970415,,19970415
600053.SH,九鼎投资,19970418,,19970418
600054.SH,黄山旅游,19970506,,19970506
600055.SH,万东医疗,19970519,,19970519
600056.SH,中国医药,19970515,,19970515
600057.SH,厦门象屿,19970604,,19970604
600058.SH,五矿发展,19970528,,19970528
600059.SH,古越龙山,19970516,,19970516
600060.SH,海信视像,19970422,,19970422
600061.SH,国投资本,19970519,,19970519
600062.SH,华润双鹤,19970522,,19970522
600063.SH,皖维高新,19970528,,19970528
600064.SH,南京高科,19970506,,19970506
600066.SH,宇通客车,19970508,,19970508
600067.SH,冠城大通,19970508,,19970508
600068.SH,葛洲坝,19970526,,19970526
600069.SH,银鸽投资,19970430,,19970430
600070.SH,浙江富润,19970604,,19970604
600071.SH,凤凰光学,19970528,,19970528
600072.SH,中船科技,19970603,,19970603
600073.SH,上海梅林,19970704,,19970704
600075.SH,新疆天业,19970617,,19970617
600076.SH,康欣新材,19970526,,19970526
600077.SH,宋都股份,19970520,,19970520
600078.SH,澄星股份,19970627,,19970627
600079.SH,人福医药,19970606,,19970606
600080.SH,金花股份,19970612,,19970612
600081.SH,东风科技,19970703,,19970703
600082.SH,海泰发展,19970620,,19970620
600083.SH,博信股份,19970606,,19970606
600084.SH,*ST中葡,19970711,,19970711
600085.SH,同仁堂,19970625,,19970625
600086.SH,东方金钰,19970606,,19970606
600088.SH,中视传媒,19970616,,19970616
600089.SH,特变电工,19970618,,19970618
600090.SH,同济堂,19970616,,19970616
600091.SH,ST明科,19970704,,19970704
600093.SH,易见股份,19970626,,19970626
600094.SH,大名城,19970703,,19970703
600095.SH,哈高科,19970708,,19970708
600096.SH,云天化,19970709,,19970709
600097.SH,开创国际,19970619,,19970619
600098.SH,广州发展,19970718,,19970718
600099.SH,林海股份,19970704,,19970704
600100.SH,同方股份,19970627,,19970627
600101.SH,明星电力,19970627,,19970627
600103.SH,青山纸业,19970703,,19970703
600104.SH,上汽集团,19971125,,19971125
600105.SH,永鼎股份,19970929,,19970929
600106.SH,重庆路桥,19970618,,19970618
600107.SH,美尔雅,19971106,,19971106
600108.SH,亚盛集团,19970818,,19970818
600109.SH,国金证券,19970807,,19970807
600110.SH,诺德股份,19971007,,19971007
600111.SH,北方稀土,19970924,,19970924
600112.SH,ST天成,19971127,,19971127
600113.SH,浙江东日,19971021,,19971021
600114.SH,东睦股份,20040511,,20040511
600115.SH,东方航空,19971105,,19971105
600116.SH,三峡水利,19970804,,19970804
600117.SH,西宁特钢,19971015,,19971015
600118.SH,中国卫星,19970908,,19970908
600119.SH,*ST长投,19980115,,19980115
600120.SH,浙江东方,19971201,,19971201
600121.SH,郑州煤电,19980107,,19980107
600122.SH,宏图高科,19980420,,19980420
600123.SH,兰花科创,19981217,,19981217
600125.SH,铁龙物流,19980511,,19980511
600126.SH,杭钢股份,19980311,,19980311
600127.SH,金健米业,19980506,,19980506
600128.SH,弘业股份,19970901,,19970901
600129.SH,太极集团,19971118,,19971118
600130.SH,波导股份,20000706,,20000706
600131.SH,岷江水电,19980402,,19980402
600132.SH,重庆啤酒,19971030,,19971030
600133.SH,东湖高新,19980212,,19980212
600135.SH,乐凯胶片,19980122,,19980122
600136.SH,当代明诚,19980303,,19980303
600137.SH,浪莎股份,19980416,,19980416
600138.SH,中青旅,19971203,,19971203
600139.SH,西部资源,19980225,,19980225
600141.SH,兴发集团,19990616,,19990616
600143.SH,金发科技,20040623,,20040623
600145.SH,*ST新亿,19990923,,19990923
600146.SH,商赢环球,19990707,,19990707
600148.SH,长春一东,19980520,,19980520
600149.SH,ST坊展,19991014,,19991014
600150.SH,中国船舶,19980520,,19980520
600151.SH,航天机电,19980605,,19980605
600152.SH,维科技术,19980609,,19980609
600153.SH,建发股份,19980616,,19980616
600155.SH,华创阳安,19980918,,19980918
600156.SH,华升股份,19980527,,19980527
600157.SH,永泰能源,19980513,,19980513
600158.SH,中体产业,19980327,,19980327
600159.SH,大龙地产,19980526,,19980526
600160.SH,巨化股份,19980626,,19980626
600161.SH,天坛生物,19980616,,19980616
600162.SH,香江控股,19980609,,19980609
600163.SH,中闽能源,19980602,,19980602
600165.SH,新日恒力,19980529,,19980529
600166.SH,福田汽车,19980602,,19980602
600167.SH,联美控股,19990128,,19990128
600168.SH,武汉控股,19980427,,19980427
600169.SH,太原重工,19980904,,19980904
600170.SH,上海建工,19980623,,19980623
600171.SH,上海贝岭,19980924,,19980924
600172.SH,黄河旋风,19981126,,19981126
600173.SH,卧龙地产,19990415,,19990415
600175.SH,美都能源,19990408,,19990408
600176.SH,中国巨石,19990422,,19990422
600177.SH,雅戈尔,19981119,,19981119
600178.SH,东安动力,19981014,,19981014
600179.SH,ST安通,19981104,,19981104
600180.SH,瑞茂通,19980703,,19980703
600182.SH,S佳通,19990507,,19990507
600183.SH,生益科技,19981028,,19981028
600184.SH,光电股份,20031106,,20031106
600185.SH,格力地产,19990611,,19990611
600186.SH,*ST莲花,19980825,,19980825
600187.SH,国中水务,19981111,,19981111
600188.SH,兖州煤业,19980701,,19980701
600189.SH,吉林森工,19981007,,19981007
600190.SH,锦州港,19990609,,19990609
600191.SH,华资实业,19981210,,19981210
600192.SH,长城电工,19981224,,19981224
600193.SH,ST创兴,19990527,,19990527
600195.SH,中牧股份,19990107,,19990107
600196.SH,复星医药,19980807,,19980807
600197.SH,伊力特,19990916,,19990916
600198.SH,大唐电信,19981021,,19981021
600199.SH,金种子酒,19980812,,19980812
600200.SH,江苏吴中,19990401,,19990401
600201.SH,生物股份,19990115,,19990115
600202.SH,哈空调,19990603,,19990603
600203.SH,福日电子,19990514,,19990514
600206.SH,有研新材,19990319,,19990319
600207.SH,安彩高科,19990714,,19990714
600208.SH,新湖中宝,19990623,,19990623
600209.SH,ST罗顿,19990325,,19990325
600210.SH,紫江企业,19990824,,19990824
600211.SH,西藏药业,19990721,,19990721
600212.SH,江泉实业,19990817,,19990817
600213.SH,亚星客车,19990831,,19990831
600215.SH,长春经开,19990909,,19990909
600216.SH,浙江医药,19991021,,19991021
600217.SH,中再资环,19991216,,19991216
600218.SH,全柴动力,19981203,,19981203
600219.SH,南山铝业,19991223,,19991223
600220.SH,江苏阳光,19990927,,19990927
600221.SH,海航控股,19991125,,19991125
600222.SH,太龙药业,19991105,,19991105
600223.SH,鲁商发展,20000113,,20000113
600225.SH,天津松江,20000127,,20000127
600226.SH,瀚叶股份,19991116,,19991116
600227.SH,圣济堂,20000221,,20000221
600228.SH,ST昌九,19990119,,19990119
600229.SH,城市传媒,20000309,,20000309
600230.SH,沧州大化,20000406,,20000406
600231.SH,凌钢股份,20000511,,20000511
600232.SH,金鹰股份,20000602,,20000602
600233.SH,圆通速递,20000608,,20000608
600234.SH,*ST山水,20000615,,20000615
600235.SH,民丰特纸,20000615,,20000615
600236.SH,桂冠电力,20000323,,20000323
600237.SH,铜峰电子,20000609,,20000609
600238.SH,ST椰岛,20000120,,20000120
600239.SH,云南城投,19991202,,19991202
600240.SH,退华业,20000628,,20000628
600241.SH,时代万恒,20001128,,20001128
600242.SH,中昌数据,20001207,,20001207
600243.SH,青海华鼎,20001120,,20001120
600246.SH,万通地产,20000922,,20000922
600247.SH,ST成城,20001123,,20001123
600248.SH,延长化建,20000622,,20000622
600249.SH,两面针,20040130,,20040130
600250.SH,南纺股份,20010306,,20010306
600251.SH,冠农股份,20030609,,20030609
600252.SH,中恒集团,20001130,,20001130
600255.SH,梦舟股份,20001122,,20001122
600256.SH,广汇能源,20000526,,20000526
600257.SH,大湖股份,20000612,,20000612
600258.SH,首旅酒店,20000601,,20000601
600259.SH,广晟有色,20000525,,20000525
600260.SH,凯乐科技,20000706,,20000706
600261.SH,阳光照明,20000720,,20000720
600262.SH,北方股份,20000630,,20000630
600265.SH,ST景谷,20000825,,20000825
600266.SH,城建发展,19990203,,19990203
600267.SH,海正药业,20000725,,20000725
600268.SH,国电南自,19991118,,19991118
600269.SH,赣粤高速,20000518,,20000518
600271.SH,航天信息,20030711,,20030711
600272.SH,开开实业,20010228,,20010228
600273.SH,嘉化能源,20030627,,20030627
600275.SH,ST昌鱼,20000810,,20000810
600276.SH,恒瑞医药,20001018,,20001018
600277.SH,亿利洁能,20000725,,20000725
600278.SH,东方创业,20000712,,20000712
600279.SH,重庆港九,20000731,,20000731
600280.SH,中央商场,20000926,,20000926
600281.SH,太化股份,20001109,,20001109
600282.SH,南钢股份,20000919,,20000919
600283.SH,钱江水利,20001018,,20001018
600284.SH,浦东建设,20040316,,20040316
600285.SH,羚锐制药,20001018,,20001018
600287.SH,江苏舜天,20000901,,20000901
600288.SH,大恒科技,20001129,,20001129
600289.SH,*ST信通,20000720,,20000720
600290.SH,ST华仪,20001106,,20001106
600291.SH,西水股份,20000731,,20000731
600292.SH,远达环保,20001101,,20001101
600293.SH,三峡新材,20000919,,20000919
600295.SH,鄂尔多斯,20010426,,20010426
600297.SH,广汇汽车,20001116,,20001116
600298.SH,安琪酵母,20000818,,20000818
600299.SH,安迪苏,20000420,,20000420
600300.SH,维维股份,20000630,,20000630
600301.SH,ST南化,20000712,,20000712
600302.SH,标准股份,20001213,,20001213
600303.SH,曙光股份,20001226,,20001226
600305.SH,恒顺醋业,20010206,,20010206
600306.SH,商业城,20001226,,20001226
600307.SH,酒钢宏兴,20001220,,20001220
600308.SH,华泰股份,20000928,,20000928
600309.SH,万华化学,20010105,,20010105
600310.SH,桂东电力,20010228,,20010228
600311.SH,荣华实业,20010626,,20010626
600312.SH,平高电气,20010221,,20010221
600313.SH,农发种业,20010119,,20010119
600315.SH,上海家化,20010315,,20010315
600316.SH,洪都航空,20001215,,20001215
600317.SH,营口港,20020131,,20020131
600318.SH,新力金融,20001208,,20001208
600319.SH,ST亚星,20010326,,20010326
600320.SH,振华重工,20001221,,20001221
600321.SH,ST正源,20010524,,20010524
600322.SH,天房发展,20010910,,20010910
600323.SH,瀚蓝环境,20001225,,20001225
600325.SH,华发股份,20040225,,20040225
600326.SH,西藏天路,20010116,,20010116
600327.SH,大东方,20020625,,20020625
600328.SH,兰太实业,20001222,,20001222
600329.SH,中新药业,20010606,,20010606
600330.SH,天通股份,20010118,,20010118
600331.SH,宏达股份,20011220,,20011220
600332.SH,白云山,20010206,,20010206
600333.SH,长春燃气,20001211,,20001211
600335.SH,国机汽车,20010305,,20010305
600336.SH,澳柯玛,20001229,,20001229
600337.SH,美克家居,20001127,,20001127
600338.SH,西藏珠峰,20001227,,20001227
600339.SH,中油工程,20001225,,20001225
600340.SH,华夏幸福,20031230,,20031230
600343.SH,航天动力,20030408,,20030408
600345.SH,长江通信,20001222,,20001222
600346.SH,恒力石化,20010820,,20010820
600348.SH,阳泉煤业,20030821,,20030821
600350.SH,山东高速,20020318,,20020318
600351.SH,亚宝药业,20020926,,20020926
600352.SH,浙江龙盛,20030801,,20030801
600353.SH,旭光股份,20021120,,20021120
600354.SH,敦煌种业,20040115,,20040115
600355.SH,精伦电子,20020613,,20020613
600356.SH,恒丰纸业,20010419,,20010419
600358.SH,国旅联合,20000922,,20000922
600359.SH,新农开发,19990429,,19990429
600360.SH,华微电子,20010316,,20010316
600361.SH,华联综超,20011129,,20011129
600362.SH,江西铜业,20020111,,20020111
600363.SH,联创光电,20010329,,20010329
600365.SH,通葡股份,20010115,,20010115
600366.SH,宁波韵升,20001030,,20001030
600367.SH,红星发展,20010320,,20010320
600368.SH,五洲交通,20001221,,20001221
600369.SH,西南证券,20010109,,20010109
600370.SH,三房巷,20030306,,20030306
600371.SH,万向德农,20020916,,20020916
600372.SH,中航电子,20010706,,20010706
600373.SH,中文传媒,20020304,,20020304
600375.SH,华菱星马,20030401,,20030401
600376.SH,首开股份,20010312,,20010312
600377.SH,宁沪高速,20010116,,20010116
600378.SH,昊华科技,20010111,,20010111
600379.SH,宝光股份,20020116,,20020116
600380.SH,健康元,20010608,,20010608
600381.SH,青海春天,20010508,,20010508
600382.SH,广东明珠,20010118,,20010118
600383.SH,金地集团,20010412,,20010412
600385.SH,*ST金泰,20010723,,20010723
600386.SH,北巴传媒,20010216,,20010216
600387.SH,海越能源,20040218,,20040218
600388.SH,龙净环保,20001229,,20001229
600389.SH,江山股份,20010110,,20010110
600390.SH,五矿资本,20010115,,20010115
600391.SH,航发科技,20011212,,20011212
600392.SH,盛和资源,20030529,,20030529
600393.SH,粤泰股份,20010319,,20010319
600395.SH,盘江股份,20010531,,20010531
600396.SH,*ST金山,20010328,,20010328
600397.SH,安源煤业,20020702,,20020702
600398.SH,海澜之家,20001228,,20001228
600399.SH,ST抚钢,20001229,,20001229
600400.SH,红豆股份,20010108,,20010108
600403.SH,大有能源,20031009,,20031009
600405.SH,动力源,20040401,,20040401
600406.SH,国电南瑞,20031016,,20031016
600408.SH,ST安泰,20030212,,20030212
600409.SH,三友化工,20030618,,20030618
600410.SH,华胜天成,20040427,,20040427
600415.SH,小商品城,20020509,,20020509
600416.SH,湘电股份,20020718,,20020718
600418.SH,江淮汽车,20010824,,20010824
600419.SH,天润乳业,20010628,,20010628
600420.SH,现代制药,20040616,,20040616
600421.SH,*ST仰帆,20040607,,20040607
600422.SH,昆药集团,20001206,,20001206
600423.SH,ST柳化,20030717,,20030717
600425.SH,青松建化,20030724,,20030724
600426.SH,华鲁恒升,20020620,,20020620
600428.SH,中远海特,20020418,,20020418
600429.SH,三元股份,20030915,,20030915
600433.SH,冠豪高新,20030619,,20030619
600435.SH,北方导航,20030704,,20030704
600436.SH,片仔癀,20030616,,20030616
600438.SH,通威股份,20040302,,20040302
600439.SH,瑞贝卡,20030710,,20030710
600444.SH,国机通用,20040219,,20040219
600446.SH,金证股份,20031224,,20031224
600448.SH,华纺股份,20010903,,20010903
600449.SH,宁夏建材,20030829,,20030829
600452.SH,涪陵电力,20040303,,20040303
600455.SH,博通股份,20040329,,20040329
600456.SH,宝钛股份,20020412,,20020412
600458.SH,时代新材,20021219,,20021219
600459.SH,贵研铂业,20030516,,20030516
600460.SH,士兰微,20030311,,20030311
600461.SH,洪城水业,20040601,,20040601
600462.SH,*ST九有,20030903,,20030903
